entry,name,Volume,sound1,sound2,sound3,sound4,sound5,sound6,sound7,sound8,sound9,sound10,Path
837,igAbilityIconPickup,0.75,uSpellIconPickup.ogg,,,,,,,,,,Sound\Interface
838,igAbilityIconDrop,0.75,uSpellIconDrop.ogg,,,,,,,,,,Sound\Interface
839,igCharacterInfoOpen,0.75,uCharacterSheetOpen.ogg,,,,,,,,,,Sound\Interface
840,igCharacterInfoClose,0.75,uCharacterSheetClose.ogg,,,,,,,,,,Sound\Interface
841,igCharacterInfoTab,0.75,uCharacterSheetTab.ogg,,,,,,,,,,Sound\Interface
842,igCharacterInfoScrollUp,0.75,uChatScrollButton.ogg,,,,,,,,,,Sound\Interface
843,igCharacterInfoScrollDown,0.75,uChatScrollButton.ogg,,,,,,,,,,Sound\Interface
844,igQuestLogOpen,0.75,iQuestLogOpenA.ogg,,,,,,,,,,Sound\Interface
845,igQuestLogClose,0.75,iQuestLogCloseA.ogg,,,,,,,,,,Sound\Interface
846,igQuestLogAbandonQuest,0.50,igQuestFailed.ogg,,,,,,,,,,Sound\interface
847,igQuestFailed,0.75,igQuestFailed.ogg,,,,,,,,,,Sound\Interface
850,igMainMenuOpen,0.50,uEscapeScreenOpen.ogg,,,,,,,,,,Sound\Interface
851,igMainMenuClose,0.50,uEscapeScreenClose.ogg,,,,,,,,,,Sound\Interface
852,igMainMenuOption,0.75,iUIInterfaceButtonA.ogg,,,,,,,,,,Sound\Interface
853,igMainMenuLogout,0.75,iUIInterfaceButtonA.ogg,,,,,,,,,,Sound\Interface
854,igMainMenuQuit,0.75,iUIInterfaceButtonA.ogg,,,,,,,,,,Sound\Interface
855,igMainMenuContinue,0.75,iUIInterfaceButtonA.ogg,,,,,,,,,,Sound\Interface
856,igMainMenuOptionCheckBoxOn,0.50,uChatScrollButton.ogg,,,,,,,,,,Sound\Interface
857,igMainMenuOptionCheckBoxOff,0.50,uChatScrollButton.ogg,,,,,,,,,,Sound\Interface
858,igMainMenuOptionFaerTab,0.75,uChatScrollButton.ogg,,,,,,,,,,Sound\Interface
859,igInventoryOepn,0.75,iEquipmentContainerOpenA.ogg,,,,,,,,,,Sound\Interface
860,igInventoryClose,0.75,iEquipmentContainerCloseA.ogg,,,,,,,,,,Sound\Interface
861,igInventoryRotateCharacter,0.50,uChatScrollButton.ogg,,,,,,,,,,Sound\Interface
862,igBackPackOpen,0.75,iEquipmentContainerOpenA.ogg,,,,,,,,,,Sound\Interface
863,igBackPackClose,0.75,iEquipmentContainerCloseA.ogg,,,,,,,,,,Sound\Interface
864,igBackPackCoinSelect,0.75,iMoneyDialogOpen.ogg,,,,,,,,,,Sound\Interface
865,igBackPackCoinOK,0.75,iMoneyDialogClose.ogg,,,,,,,,,,Sound\Interface
866,igBackPackCoinCancel,0.75,iMoneyDialogClose.ogg,,,,,,,,,,Sound\Interface
867,igCharacterNPCSelect,0.75,iSelectTarget.ogg,,,,,,,,,,Sound\Interface
868,igCharacterNPCDeselect,0.75,iDeselectTarget.ogg,,,,,,,,,,Sound\Interface
869,igCharacterSelect,0.75,iSelectTarget.ogg,,,,,,,,,,Sound\Interface
870,igCharacterDeselect,0.75,iDeselectTarget.ogg,,,,,,,,,,Sound\Interface
871,igCreatureNeutralSelect,0.75,iSelectTarget.ogg,,,,,,,,,,Sound\Interface
872,igCreatureNeutralDeselect,0.75,iDeselectTarget.ogg,,,,,,,,,,Sound\Interface
873,igCreatureAggroSelect,0.75,iSelectTarget.ogg,,,,,,,,,,Sound\Interface
874,igCreatureAggroDeselect,0.75,iDeselectTarget.ogg,,,,,,,,,,Sound\Interface
875,igQuestListOpen,0.75,iQuestLogOpenA.ogg,,,,,,,,,,Sound\Interface
876,igQuestListClose,0.75,iQuestLogCloseA.ogg,,,,,,,,,,Sound\Interface
877,igQuestListSelect,0.75,iQuestLogCloseA.ogg,,,,,,,,,,Sound\Interface
878,igQuestListComplete,0.75,iQuestComplete.ogg,,,,,,,,,,Sound\interface
879,igQuestCancel,0.75,iQuestLogCloseA.ogg,,,,,,,,,,Sound\Interface
880,igPlayerInvite,0.75,iPlayerInviteA.ogg,,,,,,,,,,Sound\Interface
881,igPlayerInviteAccept,0.75,iPlayerInviteA.ogg,,,,,,,,,,Sound\Interface
882,igPlayerInviteDecline,0.75,uEscapeScreenOpen.ogg,,,,,,,,,,Sound\Interface
888,LEVELUP,0.70,LevelUp.ogg,,,,,,,,,,Sound\Spells
890,QUESTADDED,0.75,iQuestActivate.ogg,,,,,,,,,,sound\interface
891,MONEYFRAMEOPEN,0.70,iMoneyDialogOpen.ogg,,,,,,,,,,Sound\Interface
892,MONEYFRAMECLOSE,0.70,iMoneyDialogClose.ogg,,,,,,,,,,Sound\Interface
895,LOOTWINDOWCOINSOUND,0.70,LootCoinSmall.ogg,,,,,,,,,,Sound\Interface
897,GAMEHIGHLIGHTHOSTILEUNIT,0.75,,,,,,,,,,,Sound\Interface
898,GAMEHIGHLIGHTNEUTRALUNIT,0.75,,,,,,,,,,,Sound\Interface
899,GAMEHIGHLIGHTFRIENDLYUNIT,0.75,,,,,,,,,,,Sound\Interface
900,INTERFACESOUND_LOSTTARGETUNIT,0.75,iDeselectTarget.ogg,,,,,,,,,,Sound\Interface
902,INTERFACESOUND_CURSORGRABOBJECT,0.75,uSpellIconPickup.ogg,,,,,,,,,,Sound\Interface
903,INTERFACESOUND_CURSORDROPOBJECT,0.75,uSpellIconDrop.ogg,,,,,,,,,,Sound\Interface
905,GAMEABILITYACTIVATE,0.50,uChatScrollButton.ogg,,,,,,,,,,Sound\Interface
906,GAMESPELLACTIVATE,0.50,uChatScrollButton.ogg,,,,,,,,,,sound\interface
907,DeathThudSmallDirt,0.50,mDeathImpactSmallDirtA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
908,DeathThudSmallGrass,0.50,mDeathImpactSmallGrassA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
909,DeathThudSmallSnow,0.50,mDeathImpactSmallSnowA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
910,DeathThudSmallStone,0.50,mDeathImpactSmallStoneA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
911,DeathThudSmallWood,0.50,mDeathImpactSmallWoodA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
912,DeathThudMediumDirt,0.20,mDeathImpactMediumDirtA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
913,DeathThudMediumGrass,0.20,mDeathImpactMediumGrassA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
914,DeathThudMediumSnow,0.20,mDeathImpactMediumSnowA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
915,DeathThudMediumStone,0.20,mDeathImpactMediumStoneA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
916,DeathThudMediumWood,0.20,mDeathImpactMediumWoodA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
917,DeathThudLargeDirt,1.00,mDeathImpactLargeDirtA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
918,DeathThudLargeGrass,1.00,mDeathImpactLargeGrassA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
919,DeathThudLargeSnow,1.00,mDeathImpactLargeSnowA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
920,DeathThudLargeStone,1.00,mDeathImpactLargeStoneA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
921,DeathThudLargeWood,1.00,mDeathImpactLargeWoodA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
922,DeathThudGiantDirt,1.00,mDeathImpactGiantDirtA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
923,DeathThudGiantGrass,1.00,mDeathImpactGiantGrassA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
924,DeathThudGiantSnow,1.00,mDeathImpactGiantSnowA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
925,DeathThudGiantStone,1.00,mDeathImpactGiantStoneA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
926,DeathThudGiantWood,1.00,mDeathImpactGiantWoodA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
927,DeathThudColossalDirt,1.00,mDeathImpactColossalDirtA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
928,DeathThudColossalGrass,1.00,mDeathImpactColossalGrassA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
929,DeathThudColossalSnow,1.00,mDeathImpactColossalSnowA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
930,DeathThudColossalStone,1.00,mDeathImpactColossalStoneA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
931,DeathThudColossalWood,1.00,mDeathImpactColossalWoodA.ogg,,,,,,,,,,Sound\Effects\DeathImpacts
939,Mace1H_ArmorChain,0.55,1hMaceHitChain1a.ogg,1hMaceHitChain1b.ogg,1hMaceHitChain1c.ogg,,,,,,,,sound\item\weapons\mace1h
940,Mace1H_ArmorChainCritical,0.55,1hMaceHitChainCrit.ogg,,,,,,,,,,sound\item\weapons\mace1h
941,Mace1H_ArmorFlesh,0.35,1hMaceHitFlesh1a.ogg,1hMaceHitFlesh1b.ogg,1hMaceHitFlesh1c.ogg,,,,,,,,sound\item\weapons\mace1h
942,Mace1H_ArmorFleshCritical,0.35,1hMaceHitFleshCrit.ogg,,,,,,,,,,sound\item\weapons\mace1h
943,Mace1H_ArmorMetalShield,0.55,1hMaceHitMetalShield1a.ogg,1hMaceHitMetalShield1b.ogg,1hMaceHitMetalShield1c.ogg,,,,,,,,sound\item\weapons\mace1h
944,Mace1H_ArmorMetalShieldCritical,0.55,1hMaceHitMetalShieldCrit.ogg,,,,,,,,,,sound\item\weapons\mace1h
945,Mace1H_ArmorPlate,0.55,1hMaceHitPlate1a.ogg,1hMaceHitPlate1b.ogg,1hMaceHitPlate1c.ogg,,,,,,,,sound\item\weapons\mace1h
946,Mace1H_ArmorPlateCritical,0.55,1hMaceHitPlateCrit.ogg,,,,,,,,,,sound\item\weapons\mace1h
947,Mace1H_ArmorStone,1.00,1hMaceHitStone1a.ogg,1hMaceHitStone1b.ogg,1hMaceHitStone1c.ogg,,,,,,,,Sound\Item\Weapons\Mace1H
948,Mace1H_ArmorStoneCritical,1.00,1hMaceHitStoneCrit.ogg,,,,,,,,,,Sound\Item\Weapons\Mace1H
949,Mace1H_ArmorWood,0.55,1hMaceHitWood1a.ogg,1hMaceHitWood1b.ogg,1hMaceHitWood1c.ogg,,,,,,,,sound\item\weapons\mace1h
950,Mace1H_ArmorWoodCritical,0.55,1hMaceHitWoodCrit.ogg,,,,,,,,,,sound\item\weapons\mace1h
951,Mace1H_ArmorWoodShield,0.55,1hMaceHitWoodShield1a.ogg,1hMaceHitWoodShield1b.ogg,1hMaceHitWoodShield1c.ogg,,,,,,,,sound\item\weapons\mace1h
952,Mace1H_ArmorWoodShieldCritical,0.55,1hMaceHitWoodShieldCrit.ogg,,,,,,,,,,sound\item\weapons\mace1h
953,Mace2H_ArmorChain,0.55,2hMaceHitChain1a.ogg,2hMaceHitChain1b.ogg,2hMaceHitChain1c.ogg,,,,,,,,sound\item\weapons\mace2h
954,Mace2H_ArmorChainCritical,0.55,2hMaceHitChainCrit.ogg,,,,,,,,,,sound\item\weapons\mace2h
955,Mace2H_ArmorFlesh,0.55,2hMaceHitFlesh1a.ogg,2hMaceHitFlesh1b.ogg,2hMaceHitFlesh1c.ogg,,,,,,,,sound\item\weapons\mace2h
956,Mace2H_ArmorFleshCritical,0.55,2hMaceHitFleshCrit.ogg,,,,,,,,,,sound\item\weapons\mace2h
957,Mace2H_ArmorMetalShield,0.55,2hMaceHitMetalShield1a.ogg,2hMaceHitMetalShield1b.ogg,2hMaceHitMetalShield1c.ogg,,,,,,,,sound\item\weapons\mace2h
958,Mace2H_ArmorMetalShieldCritical,0.55,2hMaceHitMetalShieldCrit.ogg,,,,,,,,,,sound\item\weapons\mace2h
959,Mace2H_ArmorPlate,0.55,2hMaceHitPlate1a.ogg,2hMaceHitPlate1b.ogg,2hMaceHitPlate1c.ogg,,,,,,,,sound\item\weapons\mace2h
960,Mace2H_ArmorPlateCritical,0.55,2hMaceHitPlateCrit.ogg,,,,,,,,,,sound\item\weapons\mace2h
961,Mace2H_ArmorStone,0.55,2hMaceHitStone1a.ogg,2hMaceHitStone1b.ogg,2hMaceHitStone1c.ogg,,,,,,,,sound\item\weapons\mace2h
962,Mace2H_ArmorStoneCritical,0.55,2hMaceHitStoneCrit.ogg,,,,,,,,,,sound\item\weapons\mace2h
963,Mace2H_ArmorWood,0.55,2hMaceHitWood1a.ogg,2hMaceHitWood1b.ogg,2hMaceHitWood1c.ogg,,,,,,,,sound\item\weapons\mace2h
964,Mace2H_ArmorWoodCritical,0.55,2hMaceHitWoodCrit.ogg,,,,,,,,,,sound\item\weapons\mace2h
965,Mace2H_ArmorWoodShield,0.55,2hMaceHitWoodShield1a.ogg,2hMaceHitWoodShield1b.ogg,2hMaceHitWoodShield1c.ogg,,,,,,,,sound\item\weapons\mace2h
966,Mace2H_ArmorWoodShieldCritical,0.55,2hMaceHitWoodShieldCrit.ogg,,,,,,,,,,sound\item\weapons\mace2h
967,Mace1HMetal_ArmorChain,0.55,1hMaceMetalHitChain1a.ogg,1hMaceMetalHitChain1b.ogg,1hMaceMetalHitChain1c.ogg,,,,,,,,sound\item\weapons\mace1hmetal
968,Mace1HMetal_ArmorChainCritical,0.55,1hMaceMetalHitChainCrit.ogg,,,,,,,,,,sound\item\weapons\mace1hmetal
969,Mace1HMetal_ArmorFlesh,0.55,1hMaceMetalHitFlesh1a.ogg,1hMaceMetalHitFlesh1b.ogg,1hMaceMetalHitFlesh1c.ogg,,,,,,,,sound\item\weapons\mace1hmetal
970,Mace1HMetal_ArmorFleshCritical,0.55,1hMaceMetalHitFleshCrit.ogg,,,,,,,,,,sound\item\weapons\mace1hmetal
971,Mace1HMetal_ArmorMetalShield,0.55,1hMaceMetalHitMetalShield1a.ogg,1hMaceMetalHitMetalShield1b.ogg,1hMaceMetalHitMetalShield1c.ogg,,,,,,,,sound\item\weapons\mace1hmetal
972,Mace1HMetal_ArmorMetalShieldCritical,0.55,1hMaceMetalHitMetalShieldCrit.ogg,,,,,,,,,,sound\item\weapons\mace1hmetal
973,Mace1HMetal_ArmorPlate,0.55,1hMaceMetalHitPlate1a.ogg,1hMaceMetalHitPlate1b.ogg,1hMaceMetalHitPlate1c.ogg,,,,,,,,sound\item\weapons\mace1hmetal
974,Mace1HMetal_ArmorPlateCritical,0.55,1hMaceMetalHitPlateCrit.ogg,,,,,,,,,,sound\item\weapons\mace1hmetal
975,Mace1HMetal_ArmorStone,1.00,1hMaceMetalHitStone1a.ogg,1hMaceMetalHitStone1b.ogg,1hMaceMetalHitStone1c.ogg,,,,,,,,Sound\Item\Weapons\Mace1HMetal
976,Mace1HMetal_ArmorStoneCritical,0.55,1hMaceMetalHitStoneCrit.ogg,,,,,,,,,,sound\item\weapons\mace1hmetal
977,Mace1HMetal_ArmorWood,0.55,1hMaceMetalHitWood1a.ogg,1hMaceMetalHitWood1b.ogg,1hMaceMetalHitWood1c.ogg,,,,,,,,sound\item\weapons\mace1hmetal
978,Mace1HMetal_ArmorWoodCritical,0.55,1hMaceMetalHitWoodCrit.ogg,,,,,,,,,,sound\item\weapons\mace1hmetal
979,Mace1HMetal_ArmorWoodShield,0.55,1hMaceMetalHitWoodShield1a.ogg,1hMaceMetalHitWoodShield1b.ogg,1hMaceMetalHitWoodShield1c.ogg,,,,,,,,sound\item\weapons\mace1hmetal
980,Mace1HMetal_ArmorWoodShieldCritical,0.55,1hMaceMetalHitWoodShieldCrit.ogg,,,,,,,,,,sound\item\weapons\mace1hmetal
981,Mace2HMetal_ArmorChain,0.55,2hMaceMetalHitChain1a.ogg,2hMaceMetalHitChain1b.ogg,2hMaceMetalHitChain1c.ogg,,,,,,,,sound\item\weapons\mace2hmetal
982,Mace2HMetal_ArmorChainCritical,0.55,2hMaceMetalHitChain1c.ogg,,,,,,,,,,sound\item\weapons\mace2hmetal
983,Mace2HMetal_ArmorFlesh,0.55,2hMaceMetalHitFlesh1a.ogg,2hMaceMetalHitFlesh1b.ogg,2hMaceMetalHitFlesh1c.ogg,,,,,,,,sound\item\weapons\mace2hmetal
984,Mace2HMetal_ArmorFleshCritical,0.55,2hMaceMetalHitFleshCrit.ogg,,,,,,,,,,sound\item\weapons\mace2hmetal
985,Mace2HMetal_ArmorMetalShield,0.55,2hMaceMetalHitMetalShield1a.ogg,2hMaceMetalHitMetalShield1b.ogg,2hMaceMetalHitMetalShield1c.ogg,,,,,,,,sound\item\weapons\mace2hmetal
986,Mace2HMetal_ArmorMetalShieldCrit,0.55,2hMaceMetalHitMetalShieldCrit.ogg,,,,,,,,,,sound\item\weapons\mace2hmetal
987,Mace2HMetal_ArmorPlate,0.55,2hMaceMetalHitPlate1a.ogg,2hMaceMetalHitPlate1b.ogg,2hMaceMetalHitPlate1c.ogg,,,,,,,,sound\item\weapons\mace2hmetal
988,Mace2HMetal_ArmorPlateCritical,0.55,2hMaceMetalHitPlateCrit.ogg,,,,,,,,,,sound\item\weapons\mace2hmetal
989,Mace2HMetal_ArmorStone,0.55,2hMaceMetalHitStone1a.ogg,2hMaceMetalHitStone1b.ogg,2hMaceMetalHitStone1c.ogg,,,,,,,,sound\item\weapons\mace2hmetal
990,Mace2HMetal_ArmorStoneCritical,0.55,2hMaceMetalHitStoneCrit.ogg,,,,,,,,,,sound\item\weapons\mace2hmetal
991,Mace2HMetal_ArmorWood,0.55,2hMaceMetalHitWood1a.ogg,2hMaceMetalHitWood1b.ogg,2hMaceMetalHitWood1c.ogg,,,,,,,,sound\item\weapons\mace2hmetal
992,Mace2HMetal_ArmorWoodCritical,0.55,2hMaceMetalHitWoodCrit.ogg,,,,,,,,,,sound\item\weapons\mace2hmetal
993,Mace2HMetal_ArmorWoodShield,0.55,2hMaceMetalHitWoodShield1a.ogg,2hMaceMetalHitWoodShield1b.ogg,2hMaceMetalHitWoodShield1c.ogg,,,,,,,,sound\item\weapons\mace2hmetal
994,Mace2HMetal_ArmorWoolShieldCrit,0.55,2hMaceMetalHitWoodShieldCrit.ogg,,,,,,,,,,sound\item\weapons\mace2hmetal
995,2hParryWoodHitWood,0.90,ParryWoodHitWood.ogg,,,,,,,,,,Sound\Item\Weapons\Parry
996,2hParryWoodHitMetal,0.90,ParryWoodHitMetalCrit.ogg,,,,,,,,,,Sound\Item\Weapons\Parry
997,2hParryMetalHitWood,0.90,ParryWoodHitMetalCrit.ogg,,,,,,,,,,Sound\Item\Weapons\Parry
998,2hParryMetalHitMetal,0.90,ParryMetalHitMetal.ogg,,,,,,,,,,Sound\Item\Weapons\Parry
999,1hParryWoodhitWood,0.90,ParryWoodHitWood.ogg,,,,,,,,,,Sound\Item\Weapons\Parry
1000,1hParryWoodHitMetal,0.90,ParryWoodHitMetal.ogg,,,,,,,,,,Sound\Item\Weapons\Parry
1001,1hParryMetalHitWood,0.90,ParryWoodHitMetal.ogg,,,,,,,,,,Sound\Item\Weapons\Parry
1002,1hParryMetalHitMetal,0.90,ParryMetalHitMetal.ogg,,,,,,,,,,Sound\Item\Weapons\Parry
1003,FoleySoundLeather,0.70,LeatherFoley01.ogg,LeatherFoley02.ogg,LeatherFoley03.ogg,LeatherFoley04.ogg,LeatherFoley05.ogg,LeatherFoley06.ogg,LeatherFoley07.ogg,LeatherFoley08.ogg,LeatherFoley09.ogg,LeatherFoley10.wav,Sound\Item\FoleySounds
1004,FoleySoundPlate,0.40,PlateFoley01.ogg,PlateFoley02.ogg,PlateFoley03.ogg,PlateFoley04.ogg,PlateFoley05.ogg,PlateFoley06.ogg,PlateFoley07.ogg,PlateFoley08.ogg,PlateFoley09.ogg,PlateFoley10.wav,Sound\Item\FoleySounds
1005,FoleySoundChain,0.50,ChainFoley01.ogg,ChainFoley02.ogg,ChainFoley03.ogg,ChainFoley04.ogg,ChainFoley05.ogg,ChainFoley06.ogg,ChainFoley07.ogg,ChainFoley08.ogg,ChainFoley09.ogg,ChainFoley10.wav,Sound\Item\FoleySounds
1006,SatyrAttack,0.70,SatyrAttackA.ogg,SatyrAttackB.ogg,SatyrAttackC.ogg,,,,,,,,Sound\Creature\Satyr
1007,SatyrWound,0.70,SatyrWoundA.ogg,SatyrWoundB.ogg,SatyrWoundC.ogg,,,,,,,,Sound\Creature\Satyr
1008,SatyrWoundCritical,0.70,SatyrWoundCriticalA.ogg,,,,,,,,,,Sound\Creature\Satyr
1009,SatyrDeath,0.70,SatyrDeathA.ogg,,,,,,,,,,Sound\Creature\Satyr
1010,SatyrAggro,0.70,SatyrAggroA.ogg,,,,,,,,,,Sound\Creature\Satyr
1011,SatyrStand2,0.70,SatyrStand2A.ogg,,,,,,,,,,Sound\Creature\Satyr
1012,Brilliance Aura,0.80,Heal_Low_Base.ogg,,,,,,,,,,Sound\Spells
1014,Unarmed_Generic,0.10,UnarmedAttackMediumA.ogg,UnarmedAttackMediumB.ogg,UnarmedAttackMediumC.ogg,,,,,,,,sound\item\weapons\unarmed
1015,GnollAggro,0.70,mGnollAggro1.ogg,,,,,,,,,,Sound\Creature\Gnoll
1016,ArmoredSkeletonAggro,0.70,mArmoredSkeletonAggroA.ogg,,,,,,,,,,Sound\Creature\Skeleton
1018,WolfFidget2,0.70,WolfStandVar4.ogg,WolfStandVar4b.ogg,,,,,,,,,Sound\Creature\Wolf
1019,Unarmed_WeaponMetal,0.75,UnarmedParryMetalA.ogg,,,,,,,,,,Sound\Item\Weapons\Unarmed
1020,Unarmed_WeaponWood,0.75,UnarmedParryWoodA.ogg,,,,,,,,,,Sound\Item\Weapons\Unarmed
1021,Unarmed_ShieldMetal,0.75,UnarmedHitMetalShieldA.ogg,,,,,,,,,,Sound\Item\Weapons\Unarmed
1022,Unarmed_ShieldWood,0.75,UnarmedHitWoodShieldA.ogg,,,,,,,,,,Sound\Item\Weapons\Unarmed
1023,ChickenWound,0.70,ChickenWoundA.ogg,,,,,,,,,,sound\creature\chicken
1024,ChickenDeath,0.70,ChickenDeathA.ogg,,,,,,,,,,Sound\Creature\Chicken
1026,RabbitDeath,0.70,RabbitDeathA.ogg,,,,,,,,,,Sound\Creature\Rabbit
1027,DeerWound,0.70,DeerWoundA.ogg,,,,,,,,,,Sound\Creature\Deer
1028,DeerDeath,0.70,DeerDeathA.ogg,,,,,,,,,,Sound\Creature\Deer
1029,TrollAttack,1.00,TrollAttackA.ogg,TrollAttackB.ogg,TrollAttackC.ogg,,,,,,,,Sound\Creature\Troll
1030,TrollWound,1.00,TrollWoundA.ogg,TrollWoundB.ogg,TrollWoundC.ogg,,,,,,,,Sound\Creature\Troll
1031,TrollWoundCrit,1.00,TrollWoundCritA.ogg,,,,,,,,,,Sound\Creature\Troll
1032,TrollDeath,1.00,TrollDeathA.ogg,,,,,,,,,,Sound\Creature\Troll
1033,TrollStand2A,1.00,TrollStand2A.ogg,,,,,,,,,,Sound\Creature\Troll
1034,TrollAggro,1.00,TrollAggroA.ogg,,,,,,,,,,Sound\Creature\Troll
1035,GnomeAttack,0.70,GnomeAttackA.ogg,GnomeAttackB.ogg,GnomeAttackC.ogg,,,,,,,,Sound\Creature\Gnome
1036,GnomeWound,0.70,GnomeWoundA.ogg,GnomeWoundB.ogg,GnomeWoundC.ogg,,,,,,,,Sound\Creature\Gnome
1037,GnomeWoundCritical,0.70,GnomeWoundCritA.ogg,,,,,,,,,,Sound\Creature\Gnome
1038,GnomeDeath,0.70,GnomeDeathA.ogg,,,,,,,,,,Sound\Creature\Gnome
1039,GnomeAggro,0.70,GnomeAggroA.ogg,,,,,,,,,,Sound\Creature\Gnome
1040,CentaurAttack,0.70,CentaurAttackA.ogg,CentaurAttackB.ogg,CentaurAttackC.ogg,CentaurAttackD.ogg,,,,,,,Sound\Creature\Centaur
1041,CentaurWound,0.70,CentaurWoundA.ogg,CentaurWoundB.ogg,CentaurWoundC.ogg,,,,,,,,Sound\Creature\Centaur
1042,CentaurWoundCrit,0.70,CentaurWoundCrit.ogg,,,,,,,,,,Sound\Creature\Centaur
1043,CentaurDeath,0.70,CentaurDeathA.ogg,,,,,,,,,,Sound\Creature\Centaur
1044,CentaurAggro,0.70,CentaurAggroA.ogg,,,,,,,,,,Sound\Creature\Centaur
1045,FootstepSplashHugeDirt,1.00,FootStepsHugeGiantWaterA.ogg,FootStepsHugeGiantWaterB.ogg,FootStepsHugeGiantWaterC.ogg,FootStepsHugeGiantWaterD.ogg,FootStepsHugeGiantWaterE.ogg,,,,,,Sound\Character\Footsteps\WaterSplash
1046,FootstepSplashHugeMetallic,1.00,FootStepsHugeGiantWaterA.ogg,FootStepsHugeGiantWaterB.ogg,FootStepsHugeGiantWaterC.ogg,FootStepsHugeGiantWaterD.ogg,FootStepsHugeGiantWaterE.ogg,,,,,,Sound\Character\Footsteps\WaterSplash
1047,FootstepSplashHugeStone,1.00,FootStepsHugeGiantWaterA.ogg,FootStepsHugeGiantWaterB.ogg,FootStepsHugeGiantWaterC.ogg,FootStepsHugeGiantWaterD.ogg,FootStepsHugeGiantWaterE.ogg,,,,,,Sound\Character\Footsteps\WaterSplash
1048,FootstepSplashHugeSnow,1.00,FootStepsHugeGiantWaterA.ogg,FootStepsHugeGiantWaterB.ogg,FootStepsHugeGiantWaterC.ogg,FootStepsHugeGiantWaterD.ogg,FootStepsHugeGiantWaterE.ogg,,,,,,Sound\Character\Footsteps\WaterSplash
1049,FootstepSplashHugeWood,1.00,FootStepsHugeGiantWaterA.ogg,FootStepsHugeGiantWaterB.ogg,FootStepsHugeGiantWaterC.ogg,FootStepsHugeGiantWaterD.ogg,FootStepsHugeGiantWaterE.ogg,,,,,,Sound\Character\Footsteps\WaterSplash
1050,FootstepSplashHugeGrass,1.00,FootStepsHugeGiantWaterA.ogg,FootStepsHugeGiantWaterB.ogg,FootStepsHugeGiantWaterC.ogg,FootStepsHugeGiantWaterD.ogg,FootStepsHugeGiantWaterE.ogg,,,,,,Sound\Character\Footsteps\WaterSplash
1051,FootstepSplashHugeLeaves,1.00,FootStepsHugeGiantWaterA.ogg,FootStepsHugeGiantWaterB.ogg,FootStepsHugeGiantWaterC.ogg,FootStepsHugeGiantWaterD.ogg,FootStepsHugeGiantWaterE.ogg,,,,,,Sound\Character\Footsteps\WaterSplash
1052,FootstepSplashHugeSand,1.00,FootStepsHugeGiantWaterA.ogg,FootStepsHugeGiantWaterB.ogg,FootStepsHugeGiantWaterC.ogg,FootStepsHugeGiantWaterD.ogg,FootStepsHugeGiantWaterE.ogg,,,,,,Sound\Character\Footsteps\WaterSplash
1053,FootstepSplashHugeSoggy,1.00,FootStepsHugeGiantWaterA.ogg,FootStepsHugeGiantWaterB.ogg,FootStepsHugeGiantWaterC.ogg,FootStepsHugeGiantWaterD.ogg,FootStepsHugeGiantWaterE.ogg,,,,,,Sound\Character\Footsteps\WaterSplash
1054,FootstepSplashMediumDirt,0.30,FootStepsMediumWaterA.ogg,FootStepsMediumWaterB.ogg,FootStepsMediumWaterC.ogg,FootStepsMediumWaterD.ogg,FootStepsMediumWaterE.ogg,,,,,,sound\character\footsteps\watersplash
1055,FootstepSplashMediumMetallic,0.30,FootStepsMediumWaterA.ogg,FootStepsMediumWaterB.ogg,FootStepsMediumWaterC.ogg,FootStepsMediumWaterD.ogg,FootStepsMediumWaterE.ogg,,,,,,sound\character\footsteps\watersplash
1056,FootstepSplashMediumStone,0.30,FootStepsMediumWaterA.ogg,FootStepsMediumWaterB.ogg,FootStepsMediumWaterC.ogg,FootStepsMediumWaterD.ogg,FootStepsMediumWaterE.ogg,,,,,,sound\character\footsteps\watersplash
